ImageName,PredX,PredY,GT_X_512,GT_Y_512,Error_px,Success
IDRiD_380,92,257,86.2089552238806,268.584269662921,12.9511197671205,1
IDRiD_231,327,246,338.149253731343,252.404494382022,12.8578150187047,1
IDRiD_061,325,256,337.313432835821,252.404494382022,12.8276376956624,1
IDRiD_048,114,207,105.55223880597,216.629213483146,12.8096222229759,1
IDRiD_003,104,222,93.0149253731343,228.134831460674,12.5820515659683,1
IDRiD_110,381,264,384.716417910448,275.955056179775,12.5193901747122,1
IDRiD_161,350,279,354.268656716418,290.696629213483,12.4512073760069,1
IDRiD_106,125,232,112.597014925373,231.550561797753,12.4111253905138,1
IDRiD_186,129,258,120.238805970149,266.606741573034,12.2814706502796,1
IDRiD_406,347,292,349.373134328358,303.640449438202,11.8798918203734,1
IDRiD_412,380,296,382.44776119403,307.595505617977,11.8510457513059,1
IDRiD_334,397,296,408,300.224719101124,11.7833887945446,1
IDRiD_067,330,253,335.522388059701,263.191011235955,11.5910948530885,1
IDRiD_152,363,276,362.388059701493,287.460674157303,11.4769997416057,1
IDRiD_395,327,237,330.985074626866,247.730337078652,11.446438468064,1
IDRiD_125,398,299,409.313432835821,300.224719101124,11.3795298412231,1
IDRiD_140,364,289,365.014925373134,300.224719101124,11.2705098559098,1
IDRiD_356,99,253,93.0149253731343,262.47191011236,11.2043830470834,1
IDRiD_337,91,260,80.8358208955224,264.449438202247,11.0954061297239,1
IDRiD_147,126,269,126.089552238806,280.089887640449,11.0902492073564,1
IDRiD_310,364,300,362.746268656716,311.011235955056,11.0823805898847,1
IDRiD_035,394,307,402.149253731343,314.426966292135,11.0258861177829,1
IDRiD_167,402,299,411.10447761194,304.898876404494,10.8484217940594,1
IDRiD_139,122,243,112.238805970149,247.730337078652,10.8469810438693,1
IDRiD_102,378,249,388.298507462687,252.404494382022,10.8466510018638,1
IDRiD_171,372,280,370.388059701493,290.696629213483,10.8174039425684,1
IDRiD_142,388,267,390.925373134328,277.393258426966,10.7971120539131,1
IDRiD_013,327,249,333.253731343284,257.797752808989,10.7939617472936,1
IDRiD_124,372,274,372.179104477612,284.76404494382,10.7655349131607,1
IDRiD_158,373,266,373.014925373134,276.674157303371,10.6741677382299,1
IDRiD_328,129,267,123.34328358209,275.955056179775,10.5920475742695,1
IDRiD_311,127,236,124.776119402985,246.292134831461,10.5296573685351,1
IDRiD_330,346,252,349.850746268657,261.752808988764,10.4854914046453,1
IDRiD_108,125,248,119.761194029851,257.078651685393,10.4817462484819,1
IDRiD_383,117,267,108.65671641791,273.258426966292,10.4296830739758,1
IDRiD_348,86,237,81.3134328358209,246.292134831461,10.4070976506616,1
IDRiD_174,119,256,112.238805970149,263.910112359551,10.4059416801174,1
IDRiD_086,120,220,109.970149253731,222.741573033708,10.3977944147584,1
IDRiD_137,91,217,84.0597014925373,224.719101123595,10.3803788721309,1
IDRiD_362,338,249,340.417910447761,259.056179775281,10.3427773158935,1
IDRiD_006,81,243,71.8805970149254,247.730337078652,10.2732467935826,1
IDRiD_055,375,273,378.029850746269,282.786516853933,10.2447990549826,1
IDRiD_051,120,240,109.970149253731,238.202247191011,10.1896919067582,1
IDRiD_097,83,213,76.4179104477612,220.76404494382,10.1786195902662,1
IDRiD_041,384,322,388.298507462687,331.14606741573,10.1058258237443,1
IDRiD_071,333,240,342.686567164179,242.876404494382,10.1046170754489,1
IDRiD_014,364,301,362.746268656716,311.011235955056,10.0894344553568,1
IDRiD_094,393,240,402.626865671642,242.337078651685,9.90648672759412,1
IDRiD_289,298,376,296.597014925373,385.797752808989,9.89769302543139,1
IDRiD_122,117,255,107.223880597015,253.662921348315,9.8671317971442,1
IDRiD_001,335,317,341.253731343284,324.494382022472,9.7608871324648,1
IDRiD_078,346,267,347.10447761194,276.674157303371,9.73700109508261,1
IDRiD_320,114,212,106.388059701493,218.067415730337,9.73422666434184,1
IDRiD_018,329,195,338.626865671642,193.797752808989,9.70164630194945,1
IDRiD_083,118,276,110.44776119403,282.067415730337,9.68761294783928,1
IDRiD_309,117,288,107.701492537313,290.696629213483,9.68163468370134,1
IDRiD_332,380,234,387.820895522388,239.640449438202,9.64266958041318,1
IDRiD_353,119,256,112.597014925373,263.191011235955,9.62854404681861,1
IDRiD_219,154,250,156.89552238806,259.056179775281,9.5078095280649,1
IDRiD_397,325,253,332.298507462687,259.056179775281,9.48396144305813,1
IDRiD_176,131,271,128.358208955224,280.089887640449,9.46599795268595,1
IDRiD_185,356,326,357.850746268657,335.280898876404,9.46363279639445,1
IDRiD_008,121,150,112.597014925373,154.067415730337,9.33563221682364,1
IDRiD_363,325,230,331.940298507463,236.224719101124,9.32281455680533,1
IDRiD_155,100,167,92.5373134328358,161.438202247191,9.30727054742065,1
IDRiD_194,330,227,339.10447761194,228.85393258427,9.29131737771016,1
IDRiD_052,379,215,385.55223880597,221.483146067416,9.21753851643209,1
IDRiD_187,401,265,408.835820895522,269.842696629213,9.21150366385971,1
IDRiD_029,371,293,371.223880597015,302.202247191011,9.20497017302032,1
IDRiD_111,98,244,90.2686567164179,248.988764044944,9.20116490802736,1
IDRiD_046,383,286,389.134328358209,292.85393258427,9.19817244217786,1
IDRiD_101,332,237,336.358208955224,245.033707865169,9.13971812258257,1
IDRiD_085,389,259,394.985074626866,265.887640449438,9.12473063985388,1
IDRiD_027,392,245,398.089552238806,251.685393258427,9.04307079973208,1
IDRiD_313,348,242,351.164179104478,250.426966292135,9.00143268007874,1
IDRiD_038,103,231,100.537313432836,239.640449438202,8.98455294503963,1
IDRiD_392,107,256,99.2238805970149,260.494382022472,8.98150893410453,1
IDRiD_273,338,228,337.313432835821,236.943820224719,8.97013348189554,1
IDRiD_207,357,268,365.850746268657,269.303370786517,8.94619946789063,1
IDRiD_151,87,222,81.3134328358209,228.85393258427,8.90580922670327,1
IDRiD_216,95,169,86.2089552238806,168.089887640449,8.83802991411225,1
IDRiD_378,327,232,335.522388059701,234.247191011236,8.8136805978616,1
IDRiD_117,121,251,114.029850746269,256.359550561798,8.79248331495477,1
IDRiD_287,331,243,332.298507462687,251.685393258427,8.7819233476603,1
IDRiD_092,104,243,95.6417910447761,245.573033707865,8.7452935571652,1
IDRiD_340,121,266,114.029850746269,271.280898876404,8.74476263612122,1
IDRiD_103,368,184,371.701492537313,191.820224719101,8.6519917742117,1
IDRiD_134,80,216,73.3134328358209,221.483146067416,8.64725801845272,1
IDRiD_026,119,201,113.074626865672,207.280898876404,8.63479805650597,1
IDRiD_116,342,247,344.835820895522,255.101123595506,8.58312784835104,1
IDRiD_325,106,241,101.492537313433,248.269662921348,8.55366698327808,1
IDRiD_257,372,264,372.179104477612,272.539325842697,8.54120391172384,1
IDRiD_319,366,252,366.805970149254,260.494382022472,8.53253267354902,1
IDRiD_394,120,248,118.44776119403,256.359550561798,8.5024426435003,1
IDRiD_020,379,241,383.402985074627,248.269662921348,8.49907504128616,1
IDRiD_303,340,234,346.268656716418,239.640449438202,8.43271764576566,1
IDRiD_218,322,253,323.820895522388,261.213483146067,8.4129047239456,1
IDRiD_298,107,322,101.014925373134,327.910112359551,8.41133440018072,1
IDRiD_203,337,252,343.044776119403,257.797752808989,8.37575405368625,1
IDRiD_373,343,241,350.686567164179,244.314606741573,8.37077849549955,1
IDRiD_049,393,259,397.731343283582,265.887640449438,8.35614745129803,1
IDRiD_087,339,245,340.89552238806,253.123595505618,8.34181089827215,1
IDRiD_091,341,255,345.791044776119,261.752808988764,8.27976686178504,1
IDRiD_130,94,221,88,226.696629213483,8.27354726800479,1
IDRiD_098,107,212,101.492537313433,205.842696629213,8.26102475748795,1
IDRiD_181,93,170,84.8955223880597,171.505617977528,8.24314520414977,1
IDRiD_343,79,201,72.3582089552239,205.842696629213,8.21979920223504,1
IDRiD_126,68,247,61.2537313432836,251.685393258427,8.21371114507365,1
IDRiD_063,94,209,86.6865671641791,212.674157303371,8.18448115239909,1
IDRiD_156,125,263,117.134328358209,265.168539325843,8.15912698664521,1
IDRiD_384,362,306,364.537313432836,313.707865168539,8.11474860441351,1
IDRiD_350,378,301,378.388059701493,309.033707865169,8.04307480972254,1
IDRiD_228,139,222,135.880597014925,229.393258426966,8.02439687149138,1
IDRiD_066,362,238,365.850746268657,245.033707865169,8.018808711904,1
IDRiD_043,117,212,111.761194029851,218.067415730337,8.01614755587828,1
IDRiD_367,124,240,122.029850746269,247.730337078652,7.97744316379346,1
IDRiD_369,87,252,80,255.820224719101,7.97459195849111,1
IDRiD_093,102,226,94.8059701492537,229.393258426966,7.95413529213618,1
IDRiD_338,329,274,331.940298507463,281.348314606742,7.91473833254382,1
IDRiD_222,131,240,127.402985074627,247.011235955056,7.88009809525425,1
IDRiD_144,125,241,117.134328358209,240.898876404494,7.86632165360939,1
IDRiD_285,346,267,347.582089552239,274.696629213483,7.85755105622265,1
IDRiD_300,329,269,333.731343283582,275.23595505618,7.82769089385824,1
IDRiD_249,346,255,348.059701492537,262.47191011236,7.75060068417545,1
IDRiD_198,333,246,334.089552238806,253.662921348315,7.7399927436363,1
IDRiD_365,127,277,121.194029850746,282.067415730337,7.7063604612095,1
IDRiD_387,128,255,122.029850746269,259.775280898876,7.64499769620652,1
IDRiD_329,119,228,112.238805970149,231.550561797753,7.63676854362832,1
IDRiD_005,128,209,123.820895522388,215.370786516854,7.61917548545275,1
IDRiD_349,74,188,66.5074626865672,186.966292134831,7.56350893062834,1
IDRiD_243,134,254,130.149253731343,260.494382022472,7.55018176465835,1
IDRiD_178,332,253,332.776119402985,260.494382022472,7.53446237142635,1
IDRiD_335,346,261,350.208955223881,267.14606741573,7.4491240260405,1
IDRiD_230,121,235,117.611940298507,241.61797752809,7.43482179363973,1
IDRiD_214,100,222,93.8507462686567,226.157303370787,7.4227011774146,1
IDRiD_346,383,204,389.611940298507,207.280898876404,7.38119583456633,1
IDRiD_291,118,255,114.029850746269,261.213483146067,7.37356480295435,1
IDRiD_376,382,237,381.970149253731,244.314606741573,7.31466765143285,1
IDRiD_260,394,230,399.522388059701,234.786516853933,7.3080444357512,1
IDRiD_275,320,262,320.238805970149,269.303370786517,7.30727398807014,1
IDRiD_302,133,242,130.985074626866,248.988764044944,7.27342746820232,1
IDRiD_333,97,251,91.5820895522388,255.820224719101,7.25178046845003,1
IDRiD_159,382,236,387.34328358209,240.898876404494,7.24911508152131,1
IDRiD_146,356,219,357.014925373134,226.157303370787,7.22890483092036,1
IDRiD_173,331,246,338.149253731343,245.033707865169,7.21426014259,1
IDRiD_175,382,224,384.238805970149,230.831460674157,7.18895730370778,1
IDRiD_355,84,245,80,250.966292134831,7.18308024723042,1
IDRiD_286,128,247,124.298507462687,253.123595505618,7.15538041757472,1
IDRiD_339,101,253,95.1641791044776,257.078651685393,7.11984586177095,1
IDRiD_172,356,254,360.119402985075,259.775280898876,7.09389529203584,1
IDRiD_057,368,249,369.910447761194,255.820224719101,7.08274493874295,1
IDRiD_179,129,247,122.507462686567,249.707865168539,7.03459839204102,1
IDRiD_262,343,258,345.791044776119,264.449438202247,7.02745928959454,1
IDRiD_120,337,284,339.10447761194,290.696629213483,7.01952055642222,1
IDRiD_090,338,255,341.253731343284,261.213483146067,7.0138534672981,1
IDRiD_239,338,256,342.686567164179,261.213483146067,7.01030087076801,1
IDRiD_223,367,290,368.597014925373,296.808988764045,6.99376755838761,1
IDRiD_345,82,196,75.4626865671642,198.47191011236,6.98904904280411,1
IDRiD_374,369,255,367.283582089552,261.752808988764,6.96753325661518,1
IDRiD_050,117,233,111.283582089552,236.943820224719,6.94486513128883,1
IDRiD_385,367,239,370.388059701493,245.033707865169,6.91986843394253,1
IDRiD_182,328,227,333.731343283582,230.831460674157,6.89408345843559,1
IDRiD_096,102,251,95.6417910447761,253.662921348315,6.89332802248659,1
IDRiD_016,115,238,112.238805970149,244.314606741573,6.89191198225882,1
IDRiD_199,133,242,129.194029850746,247.730337078652,6.87911126614337,1
IDRiD_323,336,226,335.044776119403,232.808988764045,6.87566583328138,1
IDRiD_269,336,251,340.89552238806,255.820224719101,6.87027698092494,1
IDRiD_074,347,272,352,276.674157303371,6.84454136496045,1
IDRiD_354,98,220,93.8507462686567,225.438202247191,6.84034722864414,1
IDRiD_204,133,236,130.507462686567,242.337078651685,6.80964816246049,1
IDRiD_322,380,212,386.507462686567,213.932584269663,6.78836891870298,1
IDRiD_294,135,234,132.298507462687,240.179775280899,6.74445583064852,1
IDRiD_153,365,309,365.850746268657,315.685393258427,6.73930650983128,1
IDRiD_314,111,225,105.910447761194,229.393258426966,6.72341145532871,1
IDRiD_168,78,176,71.5223880597015,174.202247191011,6.72245279725524,1
IDRiD_306,343,264,347.10447761194,269.303370786517,6.70615226237813,1
IDRiD_229,134,231,132.298507462687,237.483146067416,6.70270540796635,1
IDRiD_042,109,175,102.328358208955,175.640449438202,6.70231151699984,1
IDRiD_215,337,247,337.671641791045,253.662921348315,6.69668750870938,1
IDRiD_266,136,258,130.149253731343,261.213483146067,6.6751558656154,1
IDRiD_208,131,254,126.089552238806,258.516853932584,6.67191626623995,1
IDRiD_226,135,214,130.985074626866,219.325842696629,6.66964962955899,1
IDRiD_360,383,216,388.298507462687,220.044943820225,6.66601468952174,1
IDRiD_068,75,253,69.2537313432836,256.359550561798,6.6562890150922,1
IDRiD_075,116,250,110.44776119403,253.662921348315,6.65164254620313,1
IDRiD_054,88,215,81.7910447761194,217.348314606742,6.63820054415275,1
IDRiD_344,388,252,389.134328358209,258.516853932584,6.61483832023699,1
IDRiD_036,126,263,121.55223880597,267.865168539326,6.59184682430985,1
IDRiD_149,119,128,113.074626865672,125.123595505618,6.5866341629334,1
IDRiD_220,123,270,120.238805970149,275.955056179775,6.56406022022674,1
IDRiD_010,298,250,296.597014925373,256.359550561798,6.51246884581321,1
IDRiD_342,330,276,332.298507462687,282.067415730337,6.48819467962913,1
IDRiD_082,351,246,352,252.404494382022,6.48209443693606,1
IDRiD_045,97,251,92.0597014925373,255.101123595506,6.42072924896004,1
IDRiD_109,114,228,108.65671641791,231.550561797753,6.41538529772682,1
IDRiD_132,347,253,350.208955223881,258.516853932584,6.38224654352531,1
IDRiD_411,134,231,131.940298507463,236.943820224719,6.29057780352015,1
IDRiD_326,379,265,378.865671641791,271.280898876404,6.28233513937598,1
IDRiD_255,119,231,117.134328358209,236.943820224719,6.22974554366093,1
IDRiD_248,147,234,146.268656716418,240.179775280899,6.22290008925495,1
IDRiD_268,152,225,146.268656716418,227.415730337079,6.21965022294211,1
IDRiD_264,124,253,121.194029850746,258.516853932584,6.18943824526695,1
IDRiD_301,342,261,342.686567164179,267.14606741573,6.184296172535,1
IDRiD_025,381,218,381.134328358209,224.179775280899,6.18123504084967,1
IDRiD_192,117,248,113.55223880597,253.123595505618,6.17562046730908,1
IDRiD_304,143,227,137.671641791045,230.112359550562,6.17075223736245,1
IDRiD_256,86,147,80,145.977528089888,6.0864972526872,1
IDRiD_190,136,251,132.298507462687,255.820224719101,6.0774676754731,1
IDRiD_040,106,221,102.805970149254,226.157303370787,6.06626777728977,1
IDRiD_105,356,239,356.537313432836,245.033707865169,6.05758502435603,1
IDRiD_128,344,272,341.253731343284,277.393258426966,6.05220852209388,1
IDRiD_379,369,280,369.432835820895,286.022471910112,6.03800585921732,1
IDRiD_145,333,229,337.671641791045,232.808988764045,6.02765563286891,1
IDRiD_308,349,293,352.955223880597,297.52808988764,6.0122702846925,1
IDRiD_246,106,253,101.014925373134,256.359550561798,6.0114514896733,1
IDRiD_408,385,213,390.089552238806,216.089887640449,5.95406983685417,1
IDRiD_212,341,250,344,255.101123595506,5.91789336982546,1
IDRiD_280,346,267,348.059701492537,272.539325842697,5.90986472179583,1
IDRiD_398,89,198,88.4776119402985,203.865168539326,5.88838613540386,1
IDRiD_113,88,242,82.6268656716418,244.314606741573,5.85046809056477,1
IDRiD_072,124,231,118.925373134328,228.134831460674,5.82760916539013,1
IDRiD_407,343,239,345.313432835821,244.314606741573,5.7962933244814,1
IDRiD_241,133,247,127.880597014925,249.707865168539,5.79144374871927,1
IDRiD_347,130,232,124.298507462687,232.808988764045,5.7586005221227,1
IDRiD_028,80,231,76.4179104477612,235.505617977528,5.75603673717279,1
IDRiD_104,144,268,141.731343283582,273.258426966292,5.72694137011863,1
IDRiD_164,348,233,353.432835820895,234.786516853933,5.71903379306245,1
IDRiD_242,351,244,354.746268656716,248.269662921348,5.68018928471864,1
IDRiD_297,145,232,143.522388059701,237.483146067416,5.67875231390922,1
IDRiD_403,322,236,321.194029850746,241.61797752809,5.67549640010554,1
IDRiD_284,129,267,123.820895522388,269.303370786517,5.6682131373299,1
IDRiD_059,365,219,367.283582089552,224.179775280899,5.6608143513398,1
IDRiD_180,178,210,174.805970149254,214.651685393258,5.64269471842239,1
IDRiD_253,299,238,299.701492537313,243.595505617978,5.63930624285687,1
IDRiD_390,375,305,371.701492537313,309.573033707865,5.63850944618078,1
IDRiD_136,356,249,360.955223880597,251.685393258427,5.63609622515834,1
IDRiD_296,82,197,78.2089552238806,201.168539325843,5.63460208050571,1
IDRiD_402,90,231,86.6865671641791,235.505617977528,5.59280166972872,1
IDRiD_021,85,204,80.4776119402985,207.280898876404,5.58715412349819,1
IDRiD_009,367,203,366.805970149254,208.539325842697,5.54272301080862,1
IDRiD_235,344,249,345.313432835821,254.38202247191,5.53997037016968,1
IDRiD_317,131,251,129.671641791045,256.359550561798,5.52171329894672,1
IDRiD_221,334,247,335.044776119403,252.404494382022,5.50455417495252,1
IDRiD_364,78,220,73.3134328358209,222.741573033708,5.42956116859511,1
IDRiD_234,96,250,91.5820895522388,253.123595505618,5.41061748852701,1
IDRiD_265,332,258,335.880597014925,261.752808988764,5.39838943559983,1
IDRiD_058,137,229,134.089552238806,233.52808988764,5.38277848338486,1
IDRiD_281,127,243,122.029850746269,245.033707865169,5.37013512727703,1
IDRiD_060,122,256,117.611940298507,259.056179775281,5.34745759802719,1
IDRiD_076,371,232,373.014925373134,236.943820224719,5.33865925805741,1
IDRiD_312,144,242,142.208955223881,247.011235955056,5.32168461930171,1
IDRiD_377,94,190,91.2238805970149,194.516853932584,5.30177407929951,1
IDRiD_267,138,260,139.10447761194,265.168539325843,5.28523126817169,1
IDRiD_114,138,222,141.253731343284,226.157303370787,5.2791987053926,1
IDRiD_388,372,270,372.65671641791,275.23595505618,5.27697847294146,1
IDRiD_327,80,231,77.2537313432836,235.505617977528,5.27660732803639,1
IDRiD_044,112,215,109.014925373134,210.696629213483,5.23733430804297,1
IDRiD_143,110,192,106.388059701493,195.775280898876,5.22483096237602,1
IDRiD_316,334,221,334.567164179104,226.157303370787,5.18839602038868,1
IDRiD_250,131,224,129.194029850746,228.85393258427,5.17901435725275,1
IDRiD_238,125,229,122.507462686567,233.52808988764,5.16878518507073,1
IDRiD_121,106,209,103.283582089552,213.393258426966,5.16523434805351,1
IDRiD_299,123,238,120.238805970149,242.337078651685,5.14144373706339,1
IDRiD_244,142,210,138.149253731343,213.393258426966,5.1324896081484,1
IDRiD_366,91,229,86.2089552238806,230.831460674157,5.12916740297738,1
IDRiD_409,344,268,346.268656716418,272.539325842697,5.0746706694249,1
IDRiD_389,95,304,90.2686567164179,302.202247191011,5.06137574472834,1
IDRiD_271,346,253,347.582089552239,257.797752808989,5.0518748368762,1
IDRiD_209,82,224,77.7313432835821,226.696629213483,5.04908301354121,1
IDRiD_141,149,202,144,202.606741573034,5.03667899874981,1
IDRiD_112,386,208,390.567164179104,209.977528089888,4.97690727110617,1
IDRiD_401,102,219,98.7462686567164,222.741573033708,4.95844092642393,1
IDRiD_405,137,260,132.298507462687,258.516853932584,4.92988380549733,1
IDRiD_386,141,217,137.671641791045,213.393258426966,4.90780532843034,1
IDRiD_391,85,204,80.8358208955224,206.561797752809,4.88908941833396,1
IDRiD_371,366,238,369.910447761194,240.898876404494,4.86775986482094,1
IDRiD_056,135,247,133.731343283582,242.337078651685,4.83242437754391,1
IDRiD_254,383,253,387.34328358209,255.101123595506,4.82481425943415,1
IDRiD_193,349,249,350.208955223881,253.662921348315,4.8170954146577,1
IDRiD_247,325,254,326.567164179104,258.516853932584,4.78100125628198,1
IDRiD_274,324,196,325.611940298507,200.449438202247,4.73242557697098,1
IDRiD_135,365,293,366.328358208955,297.52808988764,4.71891232826486,1
IDRiD_324,117,202,113.074626865672,204.584269662921,4.6996812588092,1
IDRiD_240,136,276,133.731343283582,280.089887640449,4.67696313952218,1
IDRiD_211,113,232,109.970149253731,235.505617977528,4.63350331272493,1
IDRiD_202,342,238,343.522388059701,242.337078651685,4.59651135484583,1
IDRiD_375,104,235,106.388059701493,238.921348314607,4.59127452265292,1
IDRiD_119,357,250,358.328358208955,254.38202247191,4.57893617291439,1
IDRiD_017,368,262,370.388059701493,265.887640449438,4.56251875634508,1
IDRiD_270,137,252,132.776119402985,253.662921348315,4.5394355054918,1
IDRiD_259,343,233,343.044776119403,237.483146067416,4.48336966607193,1
IDRiD_002,117,202,112.597014925373,201.168539325843,4.4808039925952,1
IDRiD_318,128,232,126.567164179104,236.224719101124,4.46108394597544,1
IDRiD_024,105,208,101.014925373134,209.977528089888,4.44875680701735,1
IDRiD_195,339,207,334.567164179104,207.280898876404,4.44172687068667,1
IDRiD_184,350,249,351.641791044776,253.123595505618,4.43841387532299,1
IDRiD_410,363,275,362.388059701493,279.370786516854,4.41341655691476,1
IDRiD_037,318,265,317.134328358209,269.303370786517,4.38957714565398,1
IDRiD_251,139,258,141.253731343284,261.752808988764,4.37754272096198,1
IDRiD_032,102,228,98.7462686567164,230.831460674157,4.31322816502504,1
IDRiD_396,123,245,120.238805970149,248.269662921348,4.27958971044226,1
IDRiD_225,136,244,135.880597014925,248.269662921348,4.27133217331329,1
IDRiD_012,135,227,131.462686567164,229.393258426966,4.27086317041016,1
IDRiD_305,328,259,328.716417910448,263.191011235955,4.25180312365375,1
IDRiD_381,136,195,132.776119402985,197.752808988764,4.23926449191712,1
IDRiD_188,339,271,339.10447761194,275.23595505618,4.23724330306529,1
IDRiD_277,342,243,345.313432835821,245.573033707865,4.19515668590655,1
IDRiD_261,145,260,143.522388059701,263.910112359551,4.17998991750254,1
IDRiD_196,338,244,340.89552238806,247.011235955056,4.17751024855452,1
IDRiD_331,98,226,95.6417910447761,229.393258426966,4.13223332214868,1
IDRiD_358,377,255,376.238805970149,259.056179775281,4.12698567001125,1
IDRiD_205,337,227,335.522388059701,230.831460674157,4.10651043389963,1
IDRiD_351,159,246,155.582089552239,248.269662921348,4.10286261108733,1
IDRiD_217,344,248,345.791044776119,251.685393258427,4.09755596170735,1
IDRiD_077,109,247,109.970149253731,250.966292134831,4.08321722093515,1
IDRiD_197,126,257,122.029850746269,257.797752808989,4.04950548106223,1
IDRiD_288,139,216,135.522388059701,218.067415730337,4.04573758533002,1
IDRiD_206,157,238,153.313432835821,239.640449438202,4.03507767153269,1
IDRiD_201,334,236,332.298507462687,239.640449438202,4.0184510656023,1
IDRiD_263,132,251,128.716417910448,253.123595505618,3.91044360786717,1
IDRiD_352,288,220,289.791044776119,223.460674157303,3.89667897229064,1
IDRiD_292,337,240,335.522388059701,243.595505617978,3.88728667517855,1
IDRiD_290,347,254,349.373134328358,257.078651685393,3.88714068955665,1
IDRiD_245,326,277,329.671641791045,275.955056179775,3.8174416864141,1
IDRiD_293,339,219,339.462686567164,222.741573033708,3.7700726287439,1
IDRiD_278,132,234,129.671641791045,236.943820224719,3.75330913523978,1
IDRiD_252,335,265,335.880597014925,268.584269662921,3.69085899476443,1
IDRiD_272,133,266,131.462686567164,269.303370786517,3.6435684629207,1
IDRiD_170,88,305,84.8955223880597,306.876404494382,3.62748881039978,1
IDRiD_233,142,265,139.10447761194,267.14606741573,3.60411643161183,1
IDRiD_034,103,200,99.7014925373134,201.168539325843,3.49937646409184,1
IDRiD_070,130,237,126.567164179104,236.943820224719,3.4332954927262,1
IDRiD_227,328,254,325.611940298507,256.359550561798,3.35712793792142,1
IDRiD_148,348,195,349.850746268657,197.752808988764,3.31711004936027,1
IDRiD_129,323,245,323.34328358209,248.269662921348,3.28763429185366,1
IDRiD_361,135,205,133.731343283582,208,3.25722118747136,1
IDRiD_030,122,209,120.716417910448,211.955056179775,3.22179142811067,1
IDRiD_099,365,277,365.850746268657,280.089887640449,3.2048673676512,1
IDRiD_069,317,237,316.65671641791,240.179775280899,3.1982517810122,1
IDRiD_053,93,213,90.2686567164179,214.651685393258,3.19191177369805,1
IDRiD_315,339,264,339.462686567164,267.14606741573,3.17990865336636,1
IDRiD_118,325,241,327.880597014925,242.337078651685,3.17578627794592,1
IDRiD_064,323,217,322.507462686567,220.044943820225,3.08452198459475,1
IDRiD_011,130,239,126.925373134328,238.921348314607,3.07563269112634,1
IDRiD_232,129,231,126.089552238806,231.550561797753,2.96206422344016,1
IDRiD_276,331,263,331.462686567164,265.887640449438,2.92447366626302,1
IDRiD_004,155,228,154.268656716418,230.831460674157,2.92438584111944,1
IDRiD_150,374,238,373.970149253731,240.898876404494,2.89903009221828,1
IDRiD_213,336,262,338.626865671642,263.191011235955,2.88425571352839,1
IDRiD_080,379,213,380.65671641791,210.696629213483,2.83729206631135,1
